Date,Time,open,high,low,close,volume,spread
2021.01.28,16:00:00,1.21217,1.21399,1.21212,1.21261,8787,1
2021.01.28,20:00:00,1.21261,1.21269,1.21038,1.21075,4986,1
2021.01.29,00:00:00,1.21075,1.2116,1.20952,1.20997,6337,1
2021.01.29,04:00:00,1.20998,1.21194,1.20944,1.21171,10972,1
2021.01.29,08:00:00,1.21171,1.21486,1.21059,1.21337,17206,1
2021.01.29,12:00:00,1.21337,1.21558,1.2125,1.21351,25322,1
2021.01.29,16:00:00,1.21351,1.21436,1.21275,1.21347,11148,1
2021.01.29,20:00:00,1.21346,1.21388,1.21301,1.21353,943,1
2021.01.31,20:00:00,1.21301,1.21318,1.21201,1.21297,4815,1
2021.02.01,00:00:00,1.21297,1.21364,1.21248,1.21278,6633,1
2021.02.01,04:00:00,1.21278,1.21327,1.20883,1.2089,10739,1
2021.02.01,08:00:00,1.2089,1.21042,1.20696,1.20756,14159,1
2021.02.01,12:00:00,1.20756,1.20992,1.20684,1.20686,17653,1
2021.02.01,16:00:00,1.20687,1.20781,1.20562,1.20567,8713,1
2021.02.01,20:00:00,1.20565,1.20685,1.20562,1.20678,4498,1
2021.02.02,00:00:00,1.20678,1.20876,1.20671,1.20755,6319,1
2021.02.02,04:00:00,1.20756,1.20872,1.20639,1.20866,9553,1
2021.02.02,08:00:00,1.20866,1.20866,1.20262,1.20386,13365,1
2021.02.02,12:00:00,1.20387,1.20499,1.20187,1.20192,16925,1
2021.02.02,16:00:00,1.20192,1.20402,1.20117,1.2037,7824,1
2021.02.02,20:00:00,1.20368,1.20459,1.20342,1.20441,4811,1
2021.02.03,00:00:00,1.20441,1.205,1.20391,1.20431,6348,1
2021.02.03,04:00:00,1.2043,1.20457,1.20275,1.20314,7976,1
2021.02.03,08:00:00,1.20313,1.20317,1.20049,1.20106,10292,1
2021.02.03,12:00:00,1.20107,1.20325,1.20042,1.20236,14619,1
2021.02.03,16:00:00,1.20236,1.20361,1.20211,1.2033,6060,1
2021.02.03,20:00:00,1.2033,1.20428,1.20293,1.20359,3769,1
2021.02.04,00:00:00,1.20359,1.20388,1.20157,1.20195,5142,1
2021.02.04,04:00:00,1.20195,1.20195,1.19912,1.19932,10491,1
2021.02.04,08:00:00,1.19932,1.1997,1.19828,1.1993,11937,1
2021.02.04,12:00:00,1.19931,1.1998,1.19667,1.19744,12951,1
2021.02.04,16:00:00,1.19744,1.19744,1.19574,1.19657,6804,1
2021.02.04,20:00:00,1.1966,1.19717,1.19579,1.19689,6411,1
2021.02.05,00:00:00,1.19685,1.19693,1.19522,1.19561,8275,1
2021.02.05,04:00:00,1.19562,1.19873,1.19553,1.19842,10667,1
2021.02.05,08:00:00,1.19842,1.19929,1.19692,1.19894,12248,1
2021.02.05,12:00:00,1.19894,1.204,1.19811,1.20348,23650,50
2021.02.05,16:00:00,1.20347,1.20497,1.20335,1.20491,6930,1
2021.02.05,20:00:00,1.20488,1.20498,1.20459,1.20492,1180,1
2021.02.07,20:00:00,1.20426,1.20553,1.20305,1.20324,7176,1
2021.02.08,00:00:00,1.20325,1.204,1.20298,1.20349,7002,1
2021.02.08,04:00:00,1.20348,1.20487,1.20254,1.20309,9380,1
2021.02.08,08:00:00,1.20309,1.20391,1.20197,1.20264,10762,50
2021.02.08,12:00:00,1.20265,1.20661,1.20202,1.20448,17308,1
2021.02.08,16:00:00,1.20448,1.20575,1.20422,1.20519,6740,1
2021.02.08,20:00:00,1.20519,1.206,1.20472,1.20578,7383,1
2021.02.09,00:00:00,1.20578,1.20821,1.20559,1.20757,9713,1
2021.02.09,04:00:00,1.20757,1.20975,1.20674,1.20975,12359,1
2021.02.09,08:00:00,1.20974,1.21165,1.20947,1.20991,14718,1
2021.02.09,12:00:00,1.20991,1.21064,1.20886,1.21049,14019,1
2021.02.09,16:00:00,1.21049,1.21209,1.21021,1.21168,6901,1
2021.02.09,20:00:00,1.2117,1.21221,1.21121,1.21146,4047,1
2021.02.10,00:00:00,1.21147,1.213,1.21088,1.21289,4474,1
2021.02.10,04:00:00,1.21288,1.2144,1.21227,1.21393,6556,1
2021.02.10,08:00:00,1.21392,1.21392,1.21131,1.21165,10359,1
2021.02.10,12:00:00,1.21167,1.21395,1.21144,1.21311,16796,1
2021.02.10,16:00:00,1.2131,1.21384,1.21186,1.21198,6756,1
2021.02.10,20:00:00,1.21198,1.2122,1.21135,1.21141,3404,1
2021.02.11,00:00:00,1.21142,1.21252,1.21138,1.21216,3191,1
2021.02.11,04:00:00,1.21216,1.21326,1.2118,1.21235,5946,1
2021.02.11,08:00:00,1.21235,1.21361,1.21211,1.2135,9260,1
2021.02.11,12:00:00,1.2135,1.21493,1.21214,1.21262,15439,1
2021.02.11,16:00:00,1.21263,1.21372,1.21216,1.21325,9297,1
2021.02.11,20:00:00,1.21326,1.21349,1.21247,1.21287,5376,1
2021.02.12,00:00:00,1.21287,1.21304,1.21186,1.21224,6920,1
2021.02.12,04:00:00,1.21225,1.21317,1.21025,1.2103,10424,1
2021.02.12,08:00:00,1.2103,1.21148,1.20966,1.21125,11019,1
2021.02.12,12:00:00,1.21125,1.21282,1.20815,1.21251,15773,1
2021.02.12,16:00:00,1.21252,1.21289,1.21132,1.21185,5856,1
2021.02.12,20:00:00,1.21184,1.21209,1.2117,1.21189,1052,1
2021.02.14,20:00:00,1.2124,1.21251,1.21167,1.21211,3330,1
2021.02.15,00:00:00,1.21211,1.21378,1.21174,1.21321,5699,1
2021.02.15,04:00:00,1.21321,1.21452,1.21308,1.21398,9204,1
2021.02.15,08:00:00,1.21398,1.21448,1.21241,1.21304,9388,1
2021.02.15,12:00:00,1.21305,1.21375,1.21208,1.21366,7851,1
2021.02.15,16:00:00,1.21366,1.2138,1.21294,1.21305,3496,1
2021.02.15,20:00:00,1.21305,1.21404,1.21248,1.21373,4248,1
2021.02.16,00:00:00,1.21372,1.21504,1.21343,1.21396,6194,1
2021.02.16,04:00:00,1.21396,1.21574,1.21283,1.21552,10092,1
2021.02.16,08:00:00,1.21552,1.21694,1.21449,1.21505,11434,1
2021.02.16,12:00:00,1.21507,1.21519,1.20949,1.2107,24236,1
2021.02.16,16:00:00,1.2107,1.21179,1.21037,1.21115,6563,1
2021.02.16,20:00:00,1.21115,1.21123,1.2086,1.20887,8393,1
2021.02.17,00:00:00,1.20888,1.20982,1.20832,1.20921,7489,1
2021.02.17,04:00:00,1.20922,1.20953,1.2065,1.2077,13007,1
2021.02.17,08:00:00,1.2077,1.2083,1.20569,1.20634,12630,1
2021.02.17,12:00:00,1.20634,1.20658,1.20234,1.20409,22052,1
2021.02.17,16:00:00,1.2041,1.20471,1.20344,1.20421,6628,1
2021.02.17,20:00:00,1.20421,1.205,1.2035,1.20484,4797,1
2021.02.18,00:00:00,1.20484,1.205,1.20356,1.20373,6811,1
2021.02.18,04:00:00,1.20373,1.20706,1.20362,1.20687,9457,1
2021.02.18,08:00:00,1.20686,1.20848,1.20621,1.20775,13421,1
2021.02.18,12:00:00,1.20776,1.20897,1.20619,1.20773,20196,1
2021.02.18,16:00:00,1.20773,1.2093,1.20758,1.20914,5833,1
2021.02.18,20:00:00,1.20914,1.20983,1.20856,1.20973,4761,1
2021.02.19,00:00:00,1.20973,1.20983,1.20823,1.20929,7736,1
2021.02.19,04:00:00,1.20928,1.21334,1.20909,1.21325,11378,1
2021.02.19,08:00:00,1.21325,1.21443,1.21273,1.21363,13190,1
2021.02.19,12:00:00,1.21366,1.21427,1.21175,1.21361,15488,1
2021.02.19,16:00:00,1.21359,1.21375,1.21078,1.21166,7200,1
2021.02.19,20:00:00,1.21166,1.21187,1.21142,1.21174,960,1
2021.02.21,20:00:00,1.21131,1.21312,1.21131,1.21237,5302,1
2021.02.22,00:00:00,1.21237,1.21355,1.21124,1.21204,8479,1
2021.02.22,04:00:00,1.21204,1.21243,1.20912,1.21002,11918,1
2021.02.22,08:00:00,1.21002,1.21443,1.20977,1.21364,13109,1
2021.02.22,12:00:00,1.21365,1.21562,1.21291,1.21547,20423,1
2021.02.22,16:00:00,1.21547,1.21694,1.21515,1.21516,6417,1
2021.02.22,20:00:00,1.21516,1.21728,1.21506,1.21703,4558,1
2021.02.23,00:00:00,1.21706,1.21771,1.21639,1.2172,6140,1
2021.02.23,04:00:00,1.2172,1.21802,1.2154,1.2159,9740,1
2021.02.23,08:00:00,1.21589,1.2159,1.21354,1.21427,14040,1
2021.02.23,12:00:00,1.21427,1.21663,1.21353,1.21416,20975,1
2021.02.23,16:00:00,1.21411,1.21576,1.21411,1.21471,9016,1
2021.02.23,20:00:00,1.21471,1.2158,1.21428,1.21549,6610,1
2021.02.24,00:00:00,1.21549,1.21661,1.21474,1.21486,13674,1
2021.02.24,04:00:00,1.21486,1.21745,1.21441,1.21683,13214,1
2021.02.24,08:00:00,1.21683,1.21744,1.215,1.21559,14065,1
2021.02.24,12:00:00,1.21557,1.21576,1.21092,1.21416,25900,1
2021.02.24,16:00:00,1.21418,1.21689,1.21391,1.21661,9489,1
2021.02.24,20:00:00,1.21662,1.21743,1.21598,1.21625,6591,1
2021.02.25,00:00:00,1.21626,1.21774,1.2156,1.21764,7750,1
2021.02.25,04:00:00,1.21764,1.22084,1.21675,1.22083,12585,1
2021.02.25,08:00:00,1.22083,1.22376,1.22039,1.22257,19493,1
2021.02.25,12:00:00,1.22258,1.22432,1.22089,1.22289,28027,1
2021.02.25,16:00:00,1.22285,1.22385,1.21604,1.21632,31367,1
2021.02.25,20:00:00,1.21631,1.21828,1.21371,1.21574,13501,1
2021.02.26,00:00:00,1.21572,1.21826,1.2145,1.21549,17053,1
2021.02.26,04:00:00,1.21549,1.21597,1.2129,1.21494,21442,1
2021.02.26,08:00:00,1.21494,1.21509,1.20927,1.21146,24282,1
2021.02.26,12:00:00,1.21146,1.21412,1.20899,1.20914,37051,1
2021.02.26,16:00:00,1.20914,1.2094,1.20651,1.20656,16178,1
2021.02.26,20:00:00,1.20657,1.20733,1.20622,1.20727,2191,1
2021.02.28,20:00:00,1.20688,1.21012,1.20686,1.20917,8172,1
2021.03.01,00:00:00,1.20915,1.20956,1.20747,1.20774,10360,1
2021.03.01,04:00:00,1.20775,1.20929,1.20498,1.2055,13265,1
2021.03.01,08:00:00,1.20548,1.20559,1.20282,1.20447,14897,1
2021.03.01,12:00:00,1.20448,1.20691,1.20278,1.20536,24106,1
2021.03.01,16:00:00,1.20536,1.20611,1.20328,1.20445,11113,1
2021.03.01,20:00:00,1.20447,1.20506,1.2038,1.20387,6574,1
2021.03.02,00:00:00,1.20386,1.20408,1.20153,1.2021,14366,1
2021.03.02,04:00:00,1.2021,1.20269,1.19992,1.20022,16714,1
2021.03.02,08:00:00,1.20022,1.20374,1.19915,1.20335,15681,1
2021.03.02,12:00:00,1.20335,1.20806,1.20198,1.20783,19496,1
2021.03.02,16:00:00,1.20783,1.20944,1.20767,1.20893,7534,1
2021.03.02,20:00:00,1.20894,1.20912,1.20816,1.20865,4835,1
2021.03.03,00:00:00,1.20865,1.20934,1.20826,1.20886,4982,1
2021.03.03,04:00:00,1.20885,1.21078,1.2074,1.20754,9911,1
2021.03.03,08:00:00,1.20754,1.21132,1.20584,1.20634,15198,1
2021.03.03,12:00:00,1.20634,1.20806,1.20429,1.20731,25037,1
2021.03.03,16:00:00,1.20731,1.20785,1.20615,1.20623,11550,1
2021.03.03,20:00:00,1.20624,1.20665,1.20434,1.20595,6381,1
2021.03.04,00:00:00,1.20595,1.20632,1.20436,1.20552,8683,1
2021.03.04,04:00:00,1.20554,1.20623,1.20364,1.20406,12406,1
2021.03.04,08:00:00,1.20407,1.20491,1.20267,1.20324,14694,1
2021.03.04,12:00:00,1.20323,1.20536,1.20225,1.20439,19047,1
2021.03.04,16:00:00,1.20439,1.20498,1.19616,1.19707,32040,1
2021.03.04,20:00:00,1.19706,1.19767,1.1956,1.19664,7122,1
2021.03.05,00:00:00,1.19665,1.19665,1.19515,1.19563,8518,1
2021.03.05,04:00:00,1.19562,1.19619,1.1914,1.19267,13513,1
2021.03.05,08:00:00,1.19267,1.19433,1.19208,1.19354,17159,1
2021.03.05,12:00:00,1.19354,1.19463,1.18928,1.19137,37353,1
2021.03.05,16:00:00,1.19136,1.19228,1.19052,1.19159,13617,1
2021.03.05,20:00:00,1.19159,1.19197,1.19115,1.1912,1199,1
2021.03.07,20:00:00,1.19166,1.19321,1.19163,1.19259,7581,1
2021.03.08,00:00:00,1.19259,1.19289,1.18987,1.19056,13918,1
2021.03.08,04:00:00,1.19056,1.19146,1.18753,1.18774,17314,1
2021.03.08,08:00:00,1.18775,1.18806,1.18586,1.18617,16841,1
2021.03.08,12:00:00,1.18618,1.18872,1.18457,1.18484,29119,1
2021.03.08,16:00:00,1.18484,1.18648,1.18451,1.18453,14767,1
2021.03.08,20:00:00,1.18453,1.18527,1.18357,1.18442,7635,1
2021.03.09,00:00:00,1.18442,1.18672,1.18356,1.18574,15741,1
2021.03.09,04:00:00,1.18575,1.18985,1.18512,1.1896,16447,1
2021.03.09,08:00:00,1.1896,1.19157,1.18868,1.18875,17261,1
2021.03.09,12:00:00,1.18877,1.19091,1.18815,1.18852,24558,1
2021.03.09,16:00:00,1.18852,1.1905,1.18834,1.19015,12269,1
2021.03.09,20:00:00,1.19015,1.19026,1.18877,1.18936,6438,1
2021.03.10,00:00:00,1.18938,1.18977,1.1877,1.18794,10319,1
2021.03.10,04:00:00,1.18795,1.18968,1.18687,1.1896,12242,1
2021.03.10,08:00:00,1.18958,1.19046,1.18823,1.18853,13685,1
2021.03.10,12:00:00,1.18853,1.19248,1.18819,1.18988,28809,1
2021.03.10,16:00:00,1.18988,1.19275,1.1897,1.19266,16455,1
2021.03.10,20:00:00,1.19267,1.19298,1.19158,1.19191,5416,1
2021.03.11,00:00:00,1.19191,1.19348,1.19173,1.19276,9006,1
2021.03.11,04:00:00,1.19275,1.19688,1.19188,1.19647,13874,1
2021.03.11,08:00:00,1.19649,1.19687,1.19426,1.19544,16235,1
2021.03.11,12:00:00,1.19544,1.19792,1.1928,1.1977,27669,1
2021.03.11,16:00:00,1.1977,1.199,1.19655,1.19893,13931,1
2021.03.11,20:00:00,1.19893,1.199,1.19796,1.19831,4999,1
2021.03.12,00:00:00,1.1983,1.19886,1.19596,1.1966,9037,1
2021.03.12,04:00:00,1.1966,1.19674,1.19284,1.19332,15698,1
2021.03.12,08:00:00,1.19329,1.19369,1.19098,1.19347,14946,1
2021.03.12,12:00:00,1.19346,1.1955,1.19114,1.19521,28406,1
2021.03.12,16:00:00,1.19522,1.19612,1.19444,1.19603,10519,1
2021.03.12,20:00:00,1.19603,1.19611,1.19507,1.19519,1238,1
2021.03.14,20:00:00,1.19473,1.19561,1.19436,1.19512,5409,1
2021.03.15,00:00:00,1.19512,1.19674,1.19424,1.19431,9982,1
2021.03.15,04:00:00,1.19429,1.19435,1.19179,1.19368,13546,1
2021.03.15,08:00:00,1.19368,1.19402,1.19193,1.19248,12418,1
2021.03.15,12:00:00,1.19249,1.19373,1.19111,1.1923,18118,1
2021.03.15,16:00:00,1.1923,1.19335,1.19193,1.19286,7018,1
2021.03.15,20:00:00,1.19279,1.19327,1.19222,1.19229,4976,1
2021.03.16,00:00:00,1.19231,1.19386,1.19221,1.19376,7380,1
2021.03.16,04:00:00,1.19376,1.19386,1.19137,1.19267,10548,1
2021.03.16,08:00:00,1.19266,1.19517,1.19204,1.1923,14486,1
2021.03.16,12:00:00,1.1923,1.19275,1.18823,1.18932,20590,1
2021.03.16,16:00:00,1.18932,1.19103,1.18927,1.1902,9374,1
2021.03.16,20:00:00,1.19017,1.1906,1.18971,1.19012,5217,1
2021.03.17,00:00:00,1.19012,1.19042,1.18926,1.19035,6590,1
2021.03.17,04:00:00,1.19035,1.19081,1.18863,1.1898,8538,1
2021.03.17,08:00:00,1.18988,1.19166,1.18913,1.19116,12371,1
2021.03.17,12:00:00,1.19114,1.19152,1.18968,1.19016,15975,1
2021.03.17,16:00:00,1.19016,1.19853,1.18977,1.19779,23327,1
2021.03.17,20:00:00,1.19777,1.19879,1.19758,1.19854,6158,1
2021.03.18,00:00:00,1.19854,1.19864,1.19552,1.19614,9412,1
2021.03.18,04:00:00,1.19614,1.1989,1.19351,1.19475,15846,1
2021.03.18,08:00:00,1.19474,1.19504,1.19219,1.19283,17873,1
2021.03.18,12:00:00,1.19283,1.19389,1.19085,1.19204,22584,1
2021.03.18,16:00:00,1.19204,1.19318,1.19062,1.19135,13728,1
2021.03.18,20:00:00,1.19135,1.19206,1.19042,1.19072,5618,1
2021.03.19,00:00:00,1.19072,1.19199,1.19019,1.19187,10506,1
2021.03.19,04:00:00,1.19187,1.19372,1.1911,1.1923,12900,1
2021.03.19,08:00:00,1.19229,1.19233,1.18905,1.19,13396,1
2021.03.19,12:00:00,1.19,1.19118,1.18738,1.19075,25329,1
2021.03.19,16:00:00,1.19075,1.19124,1.19021,1.19044,6269,1
2021.03.21,20:00:00,1.18828,1.18923,1.18754,1.1885,4820,1
2021.03.22,00:00:00,1.1885,1.1899,1.1875,1.18933,6304,1
2021.03.22,04:00:00,1.18933,1.1906,1.18744,1.19023,12580,1
2021.03.22,08:00:00,1.19022,1.19314,1.18933,1.19229,14099,1
2021.03.22,12:00:00,1.19229,1.19395,1.19108,1.19391,16589,1
2021.03.22,16:00:00,1.19391,1.19467,1.19322,1.19323,5692,1
2021.03.22,20:00:00,1.19323,1.19407,1.19284,1.19334,5236,1
2021.03.23,00:00:00,1.19335,1.1937,1.19229,1.19232,8045,1
2021.03.23,04:00:00,1.19231,1.1932,1.1886,1.18988,11560,1
2021.03.23,08:00:00,1.18988,1.19002,1.18773,1.18891,15221,1
2021.03.23,12:00:00,1.18891,1.18914,1.18585,1.18636,15639,1
2021.03.23,16:00:00,1.18637,1.18663,1.18423,1.18492,9100,1
2021.03.23,20:00:00,1.18492,1.18532,1.18361,1.18427,4951,1
2021.03.24,00:00:00,1.18427,1.18508,1.18397,1.18463,7394,1
2021.03.24,04:00:00,1.18462,1.18472,1.18123,1.18266,13679,1
2021.03.24,08:00:00,1.18267,1.18448,1.18188,1.18338,12953,1
2021.03.24,12:00:00,1.18338,1.18389,1.18143,1.18236,17200,1
2021.03.24,16:00:00,1.18236,1.18306,1.18097,1.18121,8928,1
2021.03.24,20:00:00,1.18122,1.18176,1.18088,1.18175,4835,1
2021.03.25,00:00:00,1.18175,1.18277,1.18041,1.18206,9179,1
2021.03.25,04:00:00,1.18205,1.1826,1.18015,1.18051,10941,1
2021.03.25,08:00:00,1.18051,1.18179,1.1791,1.17975,13552,1
2021.03.25,12:00:00,1.17975,1.18154,1.17627,1.17629,22501,1
2021.03.25,16:00:00,1.1763,1.17818,1.17619,1.17635,11689,1
2021.03.25,20:00:00,1.17635,1.17837,1.17621,1.1782,4753,1
2021.03.26,00:00:00,1.1782,1.17847,1.17746,1.17766,5349,1
2021.03.26,04:00:00,1.17766,1.17892,1.17752,1.17875,8552,1
2021.03.26,08:00:00,1.17874,1.17974,1.17719,1.17763,11413,1
2021.03.26,12:00:00,1.17762,1.18049,1.17761,1.17988,16355,1
2021.03.26,16:00:00,1.17988,1.17999,1.17841,1.17933,7550,1
2021.03.28,20:00:00,1.17886,1.17936,1.17858,1.17874,2756,1
2021.03.29,00:00:00,1.17873,1.17911,1.17751,1.17862,6743,1
2021.03.29,04:00:00,1.17861,1.17937,1.17729,1.17867,9072,1
2021.03.29,08:00:00,1.17866,1.17872,1.17628,1.17808,13054,1
2021.03.29,12:00:00,1.17807,1.17925,1.17608,1.17778,18384,1
2021.03.29,16:00:00,1.17781,1.17812,1.17635,1.17679,8596,1
2021.03.29,20:00:00,1.17675,1.17725,1.17622,1.17684,3286,1
2021.03.30,00:00:00,1.17684,1.17736,1.17639,1.17667,5538,1
2021.03.30,04:00:00,1.17677,1.17677,1.17332,1.17356,10175,1
2021.03.30,08:00:00,1.17356,1.17497,1.17289,1.17349,12023,1
2021.03.30,12:00:00,1.17348,1.17431,1.17114,1.17239,18677,1
2021.03.30,16:00:00,1.17239,1.17262,1.17138,1.17198,6450,1
2021.03.30,20:00:00,1.17198,1.17242,1.1714,1.1723,3502,1
2021.03.31,00:00:00,1.1723,1.17259,1.17045,1.17073,7896,1
2021.03.31,04:00:00,1.17073,1.17378,1.17041,1.17314,9036,1
2021.03.31,08:00:00,1.17314,1.17481,1.17214,1.17314,11318,1
2021.03.31,12:00:00,1.17313,1.17598,1.17212,1.17421,19107,1
2021.03.31,16:00:00,1.17422,1.17551,1.17196,1.17263,9240,1
2021.03.31,20:00:00,1.17263,1.17308,1.17211,1.17272,3800,1
2021.04.01,00:00:00,1.17273,1.17327,1.17215,1.17243,7563,1
2021.04.01,04:00:00,1.17243,1.17429,1.17124,1.17413,10945,1
2021.04.01,08:00:00,1.17411,1.17503,1.17244,1.17407,11982,1
2021.04.01,12:00:00,1.17412,1.17743,1.17387,1.17717,15921,1
2021.04.01,16:00:00,1.17719,1.17799,1.17665,1.1776,4524,1
2021.04.01,20:00:00,1.17761,1.17824,1.17715,1.17773,2329,1
2021.04.02,00:00:00,1.17773,1.17838,1.17692,1.17792,3838,1
2021.04.02,04:00:00,1.17791,1.17818,1.17694,1.17775,2780,1
2021.04.02,08:00:00,1.17775,1.17864,1.17719,1.17729,2791,1
2021.04.02,12:00:00,1.1773,1.1786,1.17488,1.17591,8741,1
2021.04.02,16:00:00,1.1759,1.17643,1.17563,1.17601,5649,3
2021.04.02,20:00:00,1.17602,1.17638,1.17585,1.17608,595,6
2021.04.04,20:00:00,1.17543,1.17677,1.17511,1.17676,3921,1
2021.04.05,00:00:00,1.17675,1.17717,1.17615,1.17701,4376,1
2021.04.05,04:00:00,1.17701,1.17706,1.17415,1.17428,4203,1
2021.04.05,08:00:00,1.17428,1.17589,1.17382,1.17586,5183,1
2021.04.05,12:00:00,1.17587,1.18149,1.17561,1.18099,12133,1
2021.04.05,16:00:00,1.18096,1.18196,1.18077,1.18131,5017,1
2021.04.05,20:00:00,1.1813,1.18175,1.18094,1.18169,2868,1
2021.04.06,00:00:00,1.18167,1.18217,1.17998,1.18025,6963,1
2021.04.06,04:00:00,1.18025,1.18209,1.1797,1.18206,9024,1
2021.04.06,08:00:00,1.18198,1.18219,1.17951,1.18055,11938,1
2021.04.06,12:00:00,1.18057,1.18534,1.1804,1.18508,15286,1
2021.04.06,16:00:00,1.18511,1.18742,1.18459,1.18737,7615,1
2021.04.06,20:00:00,1.18737,1.18776,1.1869,1.18737,3559,1
2021.04.07,00:00:00,1.1874,1.18779,1.18654,1.18668,8713,1
2021.04.07,04:00:00,1.18668,1.18818,1.18639,1.18788,10925,1
2021.04.07,08:00:00,1.18788,1.18984,1.18659,1.18892,13908,1
2021.04.07,12:00:00,1.18892,1.19147,1.18767,1.18892,18554,1
2021.04.07,16:00:00,1.18892,1.18903,1.18609,1.18721,8893,1
2021.04.07,20:00:00,1.18723,1.18747,1.18626,1.18724,3341,1
2021.04.08,00:00:00,1.18725,1.1874,1.18605,1.18708,5689,1
2021.04.08,04:00:00,1.18709,1.18929,1.18672,1.18838,7815,1
2021.04.08,08:00:00,1.18835,1.18845,1.18618,1.18797,11359,1
2021.04.08,12:00:00,1.18795,1.19102,1.18712,1.19037,17395,1
2021.04.08,16:00:00,1.19037,1.19273,1.19032,1.19135,7191,1
2021.04.08,20:00:00,1.19136,1.19183,1.19105,1.19153,3598,1
2021.04.09,00:00:00,1.19152,1.19202,1.1903,1.19069,6861,1
2021.04.09,04:00:00,1.19069,1.19069,1.18845,1.18987,9358,1
2021.04.09,08:00:00,1.18984,1.19004,1.18817,1.18953,11544,1
2021.04.09,12:00:00,1.18953,1.18983,1.18672,1.18961,16422,1
2021.04.09,16:00:00,1.18961,1.19105,1.1893,1.19031,5668,1
2021.04.09,20:00:00,1.1903,1.19048,1.19006,1.1901,606,1
2021.04.11,20:00:00,1.18881,1.19037,1.18864,1.18959,2609,1
2021.04.12,00:00:00,1.18959,1.1903,1.18854,1.18924,9212,1
2021.04.12,04:00:00,1.18926,1.18941,1.1872,1.18732,9527,1
2021.04.12,08:00:00,1.18732,1.19182,1.18712,1.19064,11941,1
2021.04.12,12:00:00,1.1907,1.1918,1.19028,1.19072,12973,1
2021.04.12,16:00:00,1.19072,1.1919,1.18991,1.19084,6727,1
2021.04.12,20:00:00,1.19082,1.19158,1.19073,1.19117,2822,1
2021.04.13,00:00:00,1.19117,1.19123,1.18899,1.18904,8571,1
2021.04.13,04:00:00,1.18904,1.19088,1.18829,1.19036,9751,1
2021.04.13,08:00:00,1.19038,1.19045,1.18849,1.18961,13740,1
2021.04.13,12:00:00,1.1896,1.19429,1.18775,1.19385,21254,1
2021.04.13,16:00:00,1.19385,1.1956,1.19361,1.19552,7799,1
2021.04.13,20:00:00,1.1955,1.19559,1.19459,1.19537,3285,1
2021.04.14,00:00:00,1.19538,1.1963,1.19526,1.19582,7370,1
2021.04.14,04:00:00,1.19582,1.1974,1.19557,1.19578,8498,1
2021.04.14,08:00:00,1.19578,1.19718,1.19509,1.19589,9427,1
2021.04.14,12:00:00,1.19589,1.19763,1.1953,1.19744,12042,1
2021.04.14,16:00:00,1.19743,1.19874,1.19697,1.19789,5870,1
2021.04.14,20:00:00,1.19787,1.19844,1.19755,1.1983,2544,1
2021.04.15,00:00:00,1.19829,1.19897,1.19723,1.19746,5964,1
2021.04.15,04:00:00,1.19746,1.19901,1.19698,1.19803,7000,1
2021.04.15,08:00:00,1.19802,1.19933,1.19617,1.19671,8445,1
2021.04.15,12:00:00,1.19673,1.1984,1.19561,1.19627,14929,1
2021.04.15,16:00:00,1.19629,1.19773,1.19571,1.19744,5678,1
2021.04.15,20:00:00,1.19743,1.19756,1.19649,1.19694,2466,1
2021.04.16,00:00:00,1.19693,1.19748,1.19504,1.1957,6657,1
2021.04.16,04:00:00,1.1957,1.19887,1.19567,1.19876,7570,1
2021.04.16,08:00:00,1.19876,1.19949,1.19692,1.19828,9468,1
2021.04.16,12:00:00,1.19828,1.19937,1.19747,1.19787,9909,1
2021.04.16,16:00:00,1.19785,1.19836,1.19725,1.19813,3524,1
2021.04.16,20:00:00,1.19813,1.19826,1.19803,1.19809,452,1
2021.04.18,20:00:00,1.19716,1.19771,1.19681,1.1969,2310,1
2021.04.19,00:00:00,1.1969,1.1975,1.19426,1.19562,6463,1
2021.04.19,04:00:00,1.19562,1.2021,1.19551,1.20198,9118,1
2021.04.19,08:00:00,1.20198,1.20481,1.20133,1.20373,13294,1
2021.04.19,12:00:00,1.20374,1.20407,1.20153,1.20277,11754,1
2021.04.19,16:00:00,1.20277,1.20408,1.2027,1.20375,4241,1
2021.04.19,20:00:00,1.20375,1.20436,1.20324,1.20425,2308,1
2021.04.20,00:00:00,1.20425,1.20717,1.20373,1.20667,6591,1
2021.04.20,04:00:00,1.20667,1.20798,1.20483,1.20691,10248,1
2021.04.20,08:00:00,1.20691,1.20722,1.20444,1.2054,10035,1
2021.04.20,12:00:00,1.20539,1.20567,1.20263,1.20436,13055,1
2021.04.20,16:00:00,1.20436,1.20442,1.20224,1.20331,5351,1
2021.04.20,20:00:00,1.20332,1.20367,1.20298,1.20324,2557,1
2021.04.21,00:00:00,1.20323,1.20436,1.20283,1.20307,5186,1
2021.04.21,04:00:00,1.20306,1.20354,1.20033,1.20112,7431,1
2021.04.21,08:00:00,1.20113,1.20161,1.19984,1.20067,8911,1
2021.04.21,12:00:00,1.20064,1.20392,1.19991,1.20332,12478,50
2021.04.21,16:00:00,1.20332,1.20351,1.20266,1.20343,4332,50
2021.04.21,20:00:00,1.20343,1.2038,1.20313,1.20373,1887,1
2021.04.22,00:00:00,1.20374,1.20468,1.20325,1.20364,5866,1
2021.04.22,04:00:00,1.20365,1.20495,1.20293,1.20443,7266,50
